SM6_SafeDigitalOutput02,C\PLC\R\CPU\global_variables.vbb,0,,54,0,,,SAFEBOOL,SQX3.1,,VAR_GLOBAL,NOT USED,,
SM6_SafeDigitalOutput03,C\PLC\R\CPU\global_variables.vbb,0,,55,0,,,SAFEBOOL,SQX3.2,,VAR_GLOBAL,NOT USED,,
SM6_SafeDigitalOutput04,C\PLC\R\CPU\global_variables.vbb,0,,56,0,,,SAFEBOOL,SQX3.3,,VAR_GLOBAL,NOT USED,,
SM8_SafeDigitalOutput01,C\PLC\R\CPU\global_variables.vbb,0,,61,0,,,SAFEBOOL,SQX4.0,,VAR_GLOBAL,NOT USED,,
SM8_SafeDigitalOutput02,C\PLC\R\CPU\global_variables.vbb,0,,62,0,,,SAFEBOOL,SQX4.1,,VAR_GLOBAL,NOT USED,,
SM8_SafeDigitalOutput03,C\PLC\R\CPU\global_variables.vbb,0,,63,0,,,SAFEBOOL,SQX4.2,,VAR_GLOBAL,NOT USED,,
SM8_SafeDigitalOutput04,C\PLC\R\CPU\global_variables.vbb,0,,64,0,,,SAFEBOOL,SQX4.3,,VAR_GLOBAL,NOT USED,,
SM_1401_SafeModuleOK,POE\SafeModuleOk\SafeSystemOk.GB,1,IN,30,71,Read,,SAFEBOOL,SIX4.7,,VAR_GLOBAL,GLOBAL,,
SM_1402_SafeModuleOK,POE\SafeModuleOk\SafeSystemOk.GB,1,IN,31,71,Read,,SAFEBOOL,SIX5.0,,VAR_GLOBAL,GLOBAL,,
SM_1403_SafeModuleOK,POE\SafeModuleOk\SafeSystemOk.GB,1,IN,32,71,Read,,SAFEBOOL,SIX5.1,,VAR_GLOBAL,GLOBAL,,
SM_1404_SafeModuleOK,POE\SafeModuleOk\SafeSystemOk.GB,1,IN,33,71,Read,,SAFEBOOL,SIX5.2,,VAR_GLOBAL,GLOBAL,,
SM_1406_SafeModuleOK,POE\SafeModuleOk\SafeSystemOk.GB,1,IN,34,71,Read,,SAFEBOOL,SIX5.3,,VAR_GLOBAL,GLOBAL,,
SM_1408_SafeModuleOK,POE\SafeModuleOk\SafeSystemOk.GB,1,IN,29,71,Read,,SAFEBOOL,SIX4.5,,VAR_GLOBAL,GLOBAL,,
SM_1409_SafeModuleOK,POE\SafeModuleOk\SafeSystemOk.GB,1,IN,35,71,Read,,SAFEBOOL,SIX5.4,,VAR_GLOBAL,GLOBAL,,
SM_1410_SafeModuleOK,POE\SafeModuleOk\SafeSystemOk.GB,1,IN,38,71,Read,,SAFEBOOL,SIX5.5,,VAR_GLOBAL,GLOBAL,,
SM_1411_SafeModuleOK,POE\SafeModuleOk\SafeSystemOk.GB,1,IN,39,71,Read,,SAFEBOOL,SIX5.6,,VAR_GLOBAL,GLOBAL,,
SM_1414_SafeModuleOK,POE\SafeModuleOk\SafeSystemOk.GB,1,IN,40,71,Read,,SAFEBOOL,SIX5.7,,VAR_GLOBAL,GLOBAL,,
SM_1415_SafeModuleOK,POE\SafeModuleOk\SafeSystemOk.GB,1,IN,41,71,Read,,SAFEBOOL,SIX6.0,,VAR_GLOBAL,GLOBAL,,
SM_1416_SafeModuleOK,POE\SafeModuleOk\SafeSystemOk.GB,1,IN,42,71,Read,,SAFEBOOL,SIX6.1,,VAR_GLOBAL,GLOBAL,,
SM_MC01_K109_SafeModuleOK,POE\SafeModuleOk\SafeSystemOk.GB,1,IN,27,65,Read,,SAFEBOOL,SIX4.0,,VAR_GLOBAL,GLOBAL,,
SM_MC01_K110_ReleaseOutput,POE\Main\Code.GB,1,OUT,252,1,Write,,BOOL,NSQX516.0,,VAR_GLOBAL,GLOBAL,,
SM_MC01_K110_SafeModuleOK,POE\Main\Code.GB,1,IN,251,26,Read,,SAFEBOOL,SIX4.1,,VAR_GLOBAL,GLOBAL,,
SM_MC01_K110_SafeModuleOK,POE\SafeModuleOk\SafeSystemOk.GB,1,IN,28,65,Read,,SAFEBOOL,SIX4.1,,VAR_GLOBAL,GLOBAL,,
SM_MC02_K108_SafeModuleOK,POE\SafeModuleOk\SafeSystemOk.GB,1,IN,49,26,Read,,SAFEBOOL,SIX4.2,,VAR_GLOBAL,GLOBAL,,
SM_MC02_K109_ReleaseOutput,C\PLC\R\CPU\global_variables.vbb,0,,99,0,,,BOOL,NSQX517.0,,VAR_GLOBAL,NOT USED,,
SM_MC02_K109_SafeModuleOK,POE\SafeModuleOk\SafeSystemOk.GB,1,IN,52,26,Read,,SAFEBOOL,SIX4.3,,VAR_GLOBAL,GLOBAL,,
SM_MC02_K110_ReleaseOutput,C\PLC\R\CPU\global_variables.vbb,0,,100,0,,,BOOL,NSQX518.0,,VAR_GLOBAL,NOT USED,,
SM_MC02_K110_SafeModuleOK,POE\SafeModuleOk\SafeSystemOk.GB,1,IN,53,26,Read,,SAFEBOOL,SIX4.4,,VAR_GLOBAL,GLOBAL,,
SM_MC02_K111_ReleaseOutput,C\PLC\R\CPU\global_variables.vbb,0,,101,0,,,BOOL,NSQX519.0,,VAR_GLOBAL,NOT USED,,
SM_MC02_K111_SafeModuleOK,POE\SafeModuleOk\SafeSystemOk.GB,1,IN,54,26,Read,,SAFEBOOL,SIX4.6,,VAR_GLOBAL,GLOBAL,,
SM_SC01_SafeModuleOK,POE\Main\Code.GB,1,IN,85,24,Read,,SAFEBOOL,SIX6.2,,VAR_GLOBAL,GLOBAL,,
SM_SC02_SafeModuleOK,POE\Main\Code.GB,1,IN,224,23,Read,,SAFEBOOL,SIX6.3,,VAR_GLOBAL,GLOBAL,,
SM_SC03_SafeModuleOK,POE\Main\Code.GB,1,IN,232,23,Read,,SAFEBOOL,SIX6.4,,VAR_GLOBAL,GLOBAL,,
SM_SC04_SafeModuleOK,POE\Main\Code.GB,4,IN,240,23,Read,,SAFEBOOL,SIX6.5,,VAR_GLOBAL,GLOBAL,,
SM_SC05_SafeModuleOK,POE\Main\Code.GB,4,IN,248,23,Read,,SAFEBOOL,SIX6.6,,VAR_GLOBAL,GLOBAL,,
